Name,ProductCode,Description,Family,SBQQ__PricingMethod__c,SBQQ__ChargeType__c,SBQQ__BillingFrequency__c,SBQQ__BillingType__c,SBQQ__SubscriptionTerm__c,SBQQ__SubscriptionPricing__c,SBQQ__SubscriptionType__c,SBQQ__SubscriptionBase__c,SBQQ__DynamicPricingConstraint__c,SBQQ__SubscriptionCategory__c,SBQQ__SubscriptionPercent__c,SBQQ__ProductPictureID__c,SBQQ__ConfigurationType__c,SBQQ__ConfigurationEvent__c,IsActive,SBQQ__Component__c,SBQQ__DiscountSchedule__r.Name,SBQQ__TermDiscountSchedule__r.Name,SBQQ__TermDiscountLevel__c,SBQQ__DefaultPricingTable__c,blng__BillingRule__r.Name,blng__RevenueRecognitionRule__r.Name,blng__TaxRule__r.Name,SBQQ__Taxable__c,SBQQ__NonDiscountable__c,SBQQ__NonPartnerDiscountable__c,SBQQ__PricingMethodEditable__c,SBQQ__AssetAmendmentBehavior__c,SBQQ__AssetConversion__c,SBQQ__BatchQuantity__c,SBQQ__BlockPricingField__c,SBQQ__CompoundDiscountRate__c,SBQQ__ConfiguredCodePattern__c,SBQQ__ConfiguredDescriptionPattern__c,SBQQ__CostEditable__c,SBQQ__CustomerCommunityAvailability__c,SBQQ__DefaultQuantity__c,SBQQ__DescriptionLocked__c,SBQQ__EnableLargeConfiguration__c,SBQQ__ExcludeFromMaintenance__c,SBQQ__IncludeInMaintenance__c,SBQQ__ExcludeFromOpportunity__c,SBQQ__ExternallyConfigurable__c,SBQQ__GenerateContractedPrice__c,SBQQ__Hidden__c,SBQQ__HidePriceInSearchResults__c,SBQQ__NewQuoteGroup__c,SBQQ__OptionLayout__c,SBQQ__OptionSelectionMethod__c,SBQQ__Optional__c,SBQQ__PriceEditable__c,SBQQ__QuantityEditable__c,SBQQ__QuantityScale__c,SBQQ__ReconfigurationDisabled__c,SBQQ__SortOrder__c,SBQQ__Specifications__c,SBQQ__TaxCode__c,SBQQ__UpgradeRatio__c,SBQQ__CostSchedule__r.Name,SBQQ__PricingGuidance__r.Name,SBQQ__RenewalProduct__r.Name,SBQQ__SubscriptionTarget__r.Name,SBQQ__UpgradeCredit__r.Name,SBQQ__UpgradeSource__r.Name,SBQQ__UpgradeTarget__r.Name
Module Extension Engineer,SB-SVC-FTE-MEE,"Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a clients specifications, and work closely with the Core System Engineers.",Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Quality Assurance Engineer,SB-SVC-FTE-QA,Quality Assurance Engineers test and support the activities prior to a successful Go-Live launch.,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Integration Specialist Engineer,SB-SVC-FTE-IS,Our certified Integration Specialist Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Maxspace Rack Enclosure,SB-HW-MAXS-1014,"Support and protect your IT equipment with rack enclosures designed for flexible deployments, usability and infrastructure scalability.",Hardware,List,One-Time,,,,,,List,,Hardware,,,Required,Always,TRUE,FALSE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,2,,,,,,,,,,
MaxShell 6U 600mmx870mm,SB-HW-BMX-1051,"MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 6 rack units (U's) for a vertical storage rack.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Blanking Panel,SB-HW-BSSA-4298,The 19-inch Black Modular Toolless Blanking Panel allows for quick and easy installation in any EIA-310-D compliant square hole mounting rail rack or enclosure.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 20A, 120V L5-20",SB-HW-PDU-2022,"Rack PDU 20A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Roof Fan Tray 750mm - 120V,SB-HW-BSSA-4306,Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
PowerSlide R750 Rack Server,SB-HW-PS-R750,"The PowerSlide server is designed to bring excellent performance, expandability and deployment flexibility to organizations that must deploy multiple integrated servers in a minimum amount of space at a low cost.",Hardware,List,One-Time,,,,,,List,,Hardware,,,Allowed,Always,TRUE,FALSE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,PS-R-{1}{2}{3}{4},,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,3,,,,,,,,,,
Intel Xeon E5-2683 v4 2.1GHz,SB-HW-INTEL E5-2683,"Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"16GB RDIMM, 2133MT/s",SB-HW-MEM 16GB,"16GB RDIMM, 2133MT/s, Dual Rank, x4 Data Width",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
8TB 7.2k RPM NLSAS,SB-HW-HD 8TB,8TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Intel X710 Dual Port 10Gb SFP,SB-HW-BET X710SFP,Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Sliding Shelf 200lbs,SB-HW-BSSA-4300,"Occupying 1U of rack space, this sliding shelf provides ventilation, and easy access to severs.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 30A, 120V L5-20",SB-HW-PDU-2023,"Rack PDU 30A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 14.4kW, 208V, C13 output",SB-HW-PDU-2028,"Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
C13 to C14 Power Cable 5',SB-HW-CMPC-5888,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
L5-20 Input Power Cable 12',SB-HW-CMPC-5891,The 12' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
TX 600mm/750mm Stabilizer Plate,SB-HW-BSSA-4303,"Mounting hardware includes light and heavy-duty shelves, bolt-down brackets, stabilization plates, grounding kits, keyboard drawers, mounting rails, brackets, and associated hardware.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
TX Bolt-Down Kit,SB-HW-BSSA-4304,"Mounting hardware includes light and heavy-duty shelves, bolt-down brackets, stabilization plates, grounding kits, keyboard drawers, mounting rails, brackets, and associated hardware.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
MaxShell 8U 600mmx1070mm,SB-HW-BMX-1050,"MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 8 rack units (U's) for a vertical storage rack.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Intel Xeon E5-2667 v4 3.2GHz,SB-HW-INTEL E5-2667,"Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
4TB 7.2k RPM NLSAS,SB-HW-HD 4TB,4TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Intel Xeon E5-2609 v4 1.7GHz,SB-HW-INTEL E5-2609,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
8TB 7.2k RPM Self-Encrypting NLSAS,SB-HW-HD 8TBSE,"8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in - Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Roof Fan Tray 750mm - 208V,SB-HW-BSSA-4308,Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Vertical Cable Organizer, 8 Cable Rings",SB-HW-CMPC-5882,These accessories offer the proper cable management options to meet varying needs.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Cable Containment Brackets,SB-HW-CMPC-5884,These accessories offer the proper cable management options to meet varying needs.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
MaxShell 10U 600mmx1200mm,SB-HW-BMX-1053,"MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 10 rack units (U's) for a vertical storage rack.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 15A, 120V L5-20",SB-HW-PDU-2024,"Rack PDU 15A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 20A, 230V C20 input C1",SB-HW-PDU-2025,"Rack PDU 20A, 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 10A, 230V C20 input C19",SB-HW-PDU-2026,Rack PDU 10A 230V C20 input C19 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 16A, 230V, C13 output",SB-HW-PDU-2027,Rack PDU 16A 230V C20 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"Rack PDU 5.7W, 208V, C13 output",SB-HW-PDU-2029,"Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
C19 to C20 Power Cable 3',SB-HW-CMPC-5889,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
C19 to C20 Power Cable 5',SB-HW-CMPC-5890,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
L5-20 Input Power Cable 8',SB-HW-CMPC-5892,The 8' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Fixed Shelf 250lbs,SB-HW-BSSA-4302,"Occupying 1U of rack space, this shelf provides ventilation, 4-post mounting and an adjustable mounting depth.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"32GB RDIMM, 2133MT/s",SB-HW-MEM 32GB,"32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
"8GB RDIMM, 2133MT/s",SB-HW-MEM 8GB,"8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
1TB 7.2k RPM NLSAS,SB-HW-HD 1TB,1TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Intel Xeon E5-2660 v4 2.0GHz,SB-HW-INTEL E5-2660,"Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Intel X710 Dual Port 10Gb Direct Attach,SB-HW-NET X710,Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.,Hardware,List,One-Time,,,,,,List,,Hardware,,,,,TRUE,TRUE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,FALSE,FALSE,FALSE,FALSE,Allow Refund,One per unit,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Do Not Generate,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
